Date,Open,High,Low,Close
2022-12-27,7.241,7.241,7.22,7.225
2022-12-26,7.271,7.271,7.232,7.233
2022-12-23,7.233,7.233,7.213,7.228
2022-12-22,7.215,7.215,7.184,7.205
2022-12-21,7.207,7.207,7.168,7.168
2022-12-20,7.242,7.242,7.184,7.184
2022-12-19,7.193,7.193,7.153,7.174
2022-12-16,7.156,7.156,7.131,7.149
2022-12-15,7.156,7.156,7.111,7.124
2022-12-14,7.13,7.131,7.094,7.104
2022-12-13,7.156,7.156,7.132,7.132
2022-12-12,7.229,7.229,7.166,7.169
2022-12-09,7.221,7.221,7.18,7.18
2022-12-08,7.155,7.178,7.14,7.174
2022-12-07,7.12,7.204,7.075,7.138
2022-12-06,7.117,7.127,7.098,7.104
2022-12-05,7.117,7.117,7.065,7.083
2022-12-02,7.059,7.1,7.05,7.078
2022-12-01,7.13,7.13,7.045,7.068
2022-11-30,7.169,7.169,7.13,7.13
2022-11-29,7.195,7.195,7.131,7.138
2022-11-28,7.143,7.143,7.112,7.123
2022-11-25,7.137,7.164,7.101,7.156
2022-11-24,7.153,7.159,7.11,7.11
2022-11-23,7.17,7.195,7.163,7.175
2022-11-22,7.221,7.221,7.165,7.165
2022-11-21,7.19,7.208,7.154,7.185
2022-11-18,7.183,7.188,7.131,7.175
2022-11-17,7.118,7.149,7.096,7.141
2022-11-16,7.144,7.154,7.113,7.144
2022-11-15,7.17,7.192,7.121,7.121
2022-11-14,7.222,7.222,7.17,7.178
2022-11-11,7.193,7.209,7.111,7.201
2022-11-10,7.325,7.348,7.273,7.273
2022-11-09,7.39,7.39,7.335,7.348
2022-11-07,7.442,7.442,7.377,7.387
2022-11-04,7.431,7.441,7.403,7.421
2022-11-03,7.429,7.429,7.374,7.423
2022-11-02,7.361,7.361,7.325,7.325
2022-11-01,7.374,7.374,7.322,7.325
2022-10-31,7.377,7.387,7.346,7.377
2022-10-28,7.325,7.364,7.286,7.34
2022-10-27,7.299,7.325,7.261,7.32
2022-10-25,7.428,7.428,7.335,7.335
2022-10-21,7.449,7.456,7.417,7.436
2022-10-20,7.453,7.463,7.394,7.394
2022-10-19,7.374,7.394,7.325,7.376
2022-10-18,7.332,7.363,7.266,7.356
2022-10-17,7.44,7.44,7.281,7.315
2022-10-14,7.427,7.44,7.389,7.425
2022-10-13,7.437,7.437,7.368,7.368
2022-10-12,7.399,7.414,7.347,7.407
2022-10-11,7.501,7.501,7.394,7.394
2022-10-10,7.473,7.491,7.425,7.445
2022-10-07,7.399,7.425,7.376,7.396
2022-10-06,7.427,7.427,7.338,7.338
2022-10-04,7.363,7.363,7.272,7.272
2022-10-03,7.376,7.396,7.338,7.389
2022-09-30,7.338,7.34,7.198,7.317
2022-09-29,7.3,7.338,7.289,7.31
2022-09-28,7.376,7.376,7.333,7.34
2022-09-27,7.41,7.41,7.277,7.297
2022-09-26,7.426,7.426,7.363,7.363
2022-09-23,7.371,7.401,7.345,7.366
2022-09-22,7.295,7.295,7.295,7.295
2022-09-21,7.286,7.286,7.189,7.189
2022-09-20,7.274,7.274,7.209,7.232
2022-09-19,7.222,7.222,7.167,7.202
2022-09-16,7.25,7.25,7.149,7.189
2022-09-15,7.072,7.161,7.034,7.14
2022-09-14,7.067,7.067,7.008,7.043
2022-09-13,7.023,7.023,6.965,6.966
2022-09-12,6.986,7.0,6.97,6.993
2022-09-09,7.0,7.0,6.948,6.954
2022-09-08,7.031,7.031,6.964,6.984
2022-09-07,7.049,7.049,7.014,7.036
2022-09-06,7.064,7.064,7.014,7.014
2022-09-05,7.099,7.099,7.032,7.037
2022-09-02,7.049,7.069,7.017,7.057
2022-09-01,7.052,7.052,6.968,6.998
2022-08-30,7.114,7.114,6.986,6.986
2022-08-29,7.04,7.06,7.028,7.03
2022-08-26,7.032,7.047,6.954,6.991
2022-08-25,7.053,7.053,7.028,7.036
2022-08-24,7.029,7.04,6.997,7.012
2022-08-23,7.016,7.029,6.987,6.992
2022-08-22,7.005,7.005,6.97,6.978
2022-08-19,6.968,6.984,6.951,6.968
2022-08-18,6.905,6.957,6.897,6.935
2022-08-17,6.932,6.932,6.861,6.872
2022-08-12,7.043,7.043,6.957,6.962
2022-08-11,7.031,7.031,6.939,6.968
2022-08-10,7.068,7.068,7.005,7.007
2022-08-08,7.093,7.104,7.049,7.054
2022-08-05,6.874,7.081,6.819,7.015
2022-08-04,6.972,6.983,6.875,6.88
2022-08-03,7.021,7.021,6.972,6.984
2022-08-02,6.936,6.956,6.907,6.934
2022-08-01,7.034,7.034,6.949,6.949
2022-07-29,7.099,7.099,7.036,7.074
2022-07-28,7.187,7.187,7.101,7.101
2022-07-27,7.237,7.237,7.121,7.121
2022-07-26,7.237,7.237,7.144,7.144
2022-07-25,7.237,7.237,7.128,7.128
2022-07-22,7.237,7.237,7.148,7.148
2022-07-21,7.236,7.236,7.191,7.191
2022-07-20,7.223,7.223,7.185,7.198
2022-07-19,7.286,7.286,7.185,7.185
2022-07-18,7.235,7.248,7.185,7.2
2022-07-15,7.235,7.235,7.16,7.197
2022-07-14,7.235,7.235,7.146,7.149
2022-07-13,7.247,7.247,7.097,7.097
2022-07-12,7.285,7.297,7.179,7.179
2022-07-11,7.284,7.284,7.216,7.216
2022-07-08,7.159,7.209,7.154,7.174
2022-07-07,7.158,7.158,7.108,7.148
2022-07-06,7.158,7.158,7.071,7.093
